pair,MEM1,MEM2,infection1,infection2,dataset1,dataset2,Jaccard
"('Gimme_model_H_Lung_alt', 'tINIT_model_H_A549_alt')",tINIT,GIMME,healthy,healthy,A549,Lung,0.26930826057756885
"('Gimme_model_H_NHBE_alt', 'tINIT_model_H_A549_alt')",tINIT,GIMME,healthy,healthy,A549,HBE,0.28920454545454544
"('Gimme_model_I_293T_alt', 'tINIT_model_H_A549_alt')",tINIT,GIMME,healthy,infected,A549,293T,0.26645411068093827
"('Gimme_model_I_A549_alt', 'tINIT_model_H_A549_alt')",tINIT,GIMME,healthy,infected,A549,A549,0.2995017958521608
"('Gimme_model_I_CALU_alt', 'tINIT_model_H_A549_alt')",tINIT,GIMME,healthy,infected,A549,Calu-3,0.27609656579394765
"('Gimme_model_I_Lung_alt', 'tINIT_model_H_A549_alt')",tINIT,GIMME,healthy,infected,A549,Lung,0.2514521894548704
"('Gimme_model_I_NHBE_alt', 'tINIT_model_H_A549_alt')",tINIT,GIMME,healthy,infected,A549,HBE,0.2788044718229523
"('IMAT_model_H_293T_alt', 'tINIT_model_H_A549_alt')",tINIT,iMAT,healthy,healthy,A549,293T,0.36674216685541716
"('IMAT_model_H_A549_alt', 'tINIT_model_H_A549_alt')",tINIT,iMAT,healthy,healthy,A549,A549,0.4091981132075472
"('IMAT_model_H_CALU_alt', 'tINIT_model_H_A549_alt')",tINIT,iMAT,healthy,healthy,A549,Calu-3,0.4049570647931304
"('IMAT_model_H_Lung_alt', 'tINIT_model_H_A549_alt')",tINIT,iMAT,healthy,healthy,A549,Lung,0.3232192414431082
"('IMAT_model_H_NHBE_alt', 'tINIT_model_H_A549_alt')",tINIT,iMAT,healthy,healthy,A549,HBE,0.3593394077448747
"('iMAT_model_I_293T_alt', 'tINIT_model_H_A549_alt')",tINIT,iMAT,healthy,infected,A549,293T,0.34419397613184316
"('iMAT_model_I_A549_alt', 'tINIT_model_H_A549_alt')",tINIT,iMAT,healthy,infected,A549,A549,0.4085894405043341
"('iMAT_model_I_CALU_alt', 'tINIT_model_H_A549_alt')",tINIT,iMAT,healthy,infected,A549,Calu-3,0.3421402775137807
"('iMAT_model_I_Lung_alt', 'tINIT_model_H_A549_alt')",tINIT,iMAT,healthy,infected,A549,Lung,0.3370155740673669
"('IMAT_model_I_NHBE_alt', 'tINIT_model_H_A549_alt')",tINIT,iMAT,healthy,infected,A549,HBE,0.353860819828408
"('INIT_model_H_293T_alt', 'tINIT_model_H_A549_alt')",tINIT,INIT,healthy,healthy,A549,293T,0.5592665356908972
"('INIT_model_H_A549_alt', 'tINIT_model_H_A549_alt')",tINIT,INIT,healthy,healthy,A549,A549,0.8965271170313986
"('INIT_model_H_CALU_alt', 'tINIT_model_H_A549_alt')",tINIT,INIT,healthy,healthy,A549,Calu-3,0.7108407079646017
"('INIT_model_H_Lung_alt', 'tINIT_model_H_A549_alt')",tINIT,INIT,healthy,healthy,A549,Lung,0.48940769563337655
"('INIT_model_H_NHBE', 'tINIT_model_H_A549_alt')",tINIT,INIT,healthy,healthy,A549,HBE,0.6161771153003068
"('INIT_model_I_293T_alt', 'tINIT_model_H_A549_alt')",tINIT,INIT,healthy,infected,A549,293T,0.48304711580801407
"('INIT_model_I_A549_alt', 'tINIT_model_H_A549_alt')",tINIT,INIT,healthy,infected,A549,A549,0.8636150234741784
"('INIT_model_I_CALU_alt', 'tINIT_model_H_A549_alt')",tINIT,INIT,healthy,infected,A549,Calu-3,0.678415061295972
"('INIT_model_I_Lung_alt', 'tINIT_model_H_A549_alt')",tINIT,INIT,healthy,infected,A549,Lung,0.5455529106254058
"('INIT_model_I_NHBE', 'tINIT_model_H_A549_alt')",tINIT,INIT,healthy,infected,A549,HBE,0.6136015744587798
"('tINIT_model_H_293T_alt', 'tINIT_model_H_A549_alt')",tINIT,tINIT,healthy,healthy,A549,293T,0.6108342361863489
"('tINIT_model_H_A549_alt', 'tINIT_model_H_CALU_alt')",tINIT,tINIT,healthy,healthy,A549,Calu-3,0.7549989013403647
"('tINIT_model_H_A549_alt', 'tINIT_model_H_Lung_alt')",tINIT,tINIT,healthy,healthy,A549,Lung,0.5605736301369864
"('tINIT_model_H_A549_alt', 'tINIT_model_H_NHBE')",tINIT,tINIT,healthy,healthy,A549,HBE,0.6777753732958234
"('tINIT_model_H_A549_alt', 'tINIT_model_I_293T_alt')",tINIT,tINIT,healthy,infected,A549,293T,0.5159445788431933
"('tINIT_model_H_A549_alt', 'tINIT_model_I_A549_alt')",tINIT,tINIT,healthy,infected,A549,A549,0.8963414634146342
"('tINIT_model_H_A549_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,healthy,infected,A549,Calu-3,0.7134119702927042
"('tINIT_model_H_A549_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,healthy,infected,A549,Lung,0.580347564900236
"('tINIT_model_H_A549_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,healthy,infected,A549,HBE,0.6515580736543909
"('Gimme_model_H_293T_alt', 'tINIT_model_H_CALU_alt')",tINIT,GIMME,healthy,healthy,Calu-3,293T,0.2660983757631609
"('Gimme_model_H_A549_alt', 'tINIT_model_H_CALU_alt')",tINIT,GIMME,healthy,healthy,Calu-3,A549,0.2767599953911741
"('Gimme_model_H_CALU_alt', 'tINIT_model_H_CALU_alt')",tINIT,GIMME,healthy,healthy,Calu-3,Calu-3,0.2941039112667834
"('Gimme_model_H_Lung_alt', 'tINIT_model_H_CALU_alt')",tINIT,GIMME,healthy,healthy,Calu-3,Lung,0.248729244323958
"('Gimme_model_H_NHBE_alt', 'tINIT_model_H_CALU_alt')",tINIT,GIMME,healthy,healthy,Calu-3,HBE,0.2693676116148284
"('Gimme_model_I_293T_alt', 'tINIT_model_H_CALU_alt')",tINIT,GIMME,healthy,infected,Calu-3,293T,0.2552994324105178
"('Gimme_model_I_A549_alt', 'tINIT_model_H_CALU_alt')",tINIT,GIMME,healthy,infected,Calu-3,A549,0.26692165044042654
"('Gimme_model_I_CALU_alt', 'tINIT_model_H_CALU_alt')",tINIT,GIMME,healthy,infected,Calu-3,Calu-3,0.26545202952029523
"('Gimme_model_I_Lung_alt', 'tINIT_model_H_CALU_alt')",tINIT,GIMME,healthy,infected,Calu-3,Lung,0.23047447312070327
"('Gimme_model_I_NHBE_alt', 'tINIT_model_H_CALU_alt')",tINIT,GIMME,healthy,infected,Calu-3,HBE,0.26009227220299885
"('IMAT_model_H_293T_alt', 'tINIT_model_H_CALU_alt')",tINIT,iMAT,healthy,healthy,Calu-3,293T,0.386762360446571
"('IMAT_model_H_A549_alt', 'tINIT_model_H_CALU_alt')",tINIT,iMAT,healthy,healthy,Calu-3,A549,0.3750748951467945
"('IMAT_model_H_CALU_alt', 'tINIT_model_H_CALU_alt')",tINIT,iMAT,healthy,healthy,Calu-3,Calu-3,0.42969396195202647
"('IMAT_model_H_Lung_alt', 'tINIT_model_H_CALU_alt')",tINIT,iMAT,healthy,healthy,Calu-3,Lung,0.3205769230769231
"('IMAT_model_H_NHBE_alt', 'tINIT_model_H_CALU_alt')",tINIT,iMAT,healthy,healthy,Calu-3,HBE,0.3653693407466243
"('iMAT_model_I_293T_alt', 'tINIT_model_H_CALU_alt')",tINIT,iMAT,healthy,infected,Calu-3,293T,0.3540755467196819
"('iMAT_model_I_A549_alt', 'tINIT_model_H_CALU_alt')",tINIT,iMAT,healthy,infected,Calu-3,A549,0.37934498693992363
"('iMAT_model_I_CALU_alt', 'tINIT_model_H_CALU_alt')",tINIT,iMAT,healthy,infected,Calu-3,Calu-3,0.35384615384615387
"('iMAT_model_I_Lung_alt', 'tINIT_model_H_CALU_alt')",tINIT,iMAT,healthy,infected,Calu-3,Lung,0.3312078019504876
"('IMAT_model_I_NHBE_alt', 'tINIT_model_H_CALU_alt')",tINIT,iMAT,healthy,infected,Calu-3,HBE,0.35776892430278884
"('INIT_model_H_293T_alt', 'tINIT_model_H_CALU_alt')",tINIT,INIT,healthy,healthy,Calu-3,293T,0.5867653863951874
"('INIT_model_H_A549_alt', 'tINIT_model_H_CALU_alt')",tINIT,INIT,healthy,healthy,Calu-3,A549,0.7149230426053982
"('INIT_model_H_CALU_alt', 'tINIT_model_H_CALU_alt')",tINIT,INIT,healthy,healthy,Calu-3,Calu-3,0.9107234479220113
"('INIT_model_H_Lung_alt', 'tINIT_model_H_CALU_alt')",tINIT,INIT,healthy,healthy,Calu-3,Lung,0.5004543389368469
"('INIT_model_H_NHBE', 'tINIT_model_H_CALU_alt')",tINIT,INIT,healthy,healthy,Calu-3,HBE,0.6324274527867342
"('INIT_model_I_293T_alt', 'tINIT_model_H_CALU_alt')",tINIT,INIT,healthy,infected,Calu-3,293T,0.503379165695642
"('INIT_model_I_A549_alt', 'tINIT_model_H_CALU_alt')",tINIT,INIT,healthy,infected,Calu-3,A549,0.6982471710672288
"('INIT_model_I_CALU_alt', 'tINIT_model_H_CALU_alt')",tINIT,INIT,healthy,infected,Calu-3,Calu-3,0.7775102335660968
"('INIT_model_I_Lung_alt', 'tINIT_model_H_CALU_alt')",tINIT,INIT,healthy,infected,Calu-3,Lung,0.48163353500432154
"('INIT_model_I_NHBE', 'tINIT_model_H_CALU_alt')",tINIT,INIT,healthy,infected,Calu-3,HBE,0.6536130536130537
"('tINIT_model_H_293T_alt', 'tINIT_model_H_CALU_alt')",tINIT,tINIT,healthy,healthy,Calu-3,293T,0.6393029121761064
"('tINIT_model_H_A549_alt', 'tINIT_model_H_CALU_alt')",tINIT,tINIT,healthy,healthy,Calu-3,A549,0.7549989013403647
"('tINIT_model_H_CALU_alt', 'tINIT_model_H_Lung_alt')",tINIT,tINIT,healthy,healthy,Calu-3,Lung,0.575089928057554
"('tINIT_model_H_CALU_alt', 'tINIT_model_H_NHBE')",tINIT,tINIT,healthy,healthy,Calu-3,HBE,0.7034671532846716
"('tINIT_model_H_CALU_alt', 'tINIT_model_I_293T_alt')",tINIT,tINIT,healthy,infected,Calu-3,293T,0.5338904363974002
"('tINIT_model_H_CALU_alt', 'tINIT_model_I_A549_alt')",tINIT,tINIT,healthy,infected,Calu-3,A549,0.7197971781305115
"('tINIT_model_H_CALU_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,healthy,infected,Calu-3,Calu-3,0.8096720134067512
"('tINIT_model_H_CALU_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,healthy,infected,Calu-3,Lung,0.5192018880068655
"('tINIT_model_H_CALU_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,healthy,infected,Calu-3,HBE,0.6939154667905248
"('Gimme_model_H_293T_alt', 'tINIT_model_H_Lung_alt')",tINIT,GIMME,healthy,healthy,Lung,293T,0.26350024545900835
"('Gimme_model_H_A549_alt', 'tINIT_model_H_Lung_alt')",tINIT,GIMME,healthy,healthy,Lung,A549,0.2435636450724464
"('Gimme_model_H_CALU_alt', 'tINIT_model_H_Lung_alt')",tINIT,GIMME,healthy,healthy,Lung,Calu-3,0.24436990896023
"('Gimme_model_H_Lung_alt', 'tINIT_model_H_Lung_alt')",tINIT,GIMME,healthy,healthy,Lung,Lung,0.3021998742928976
"('Gimme_model_H_NHBE_alt', 'tINIT_model_H_Lung_alt')",tINIT,GIMME,healthy,healthy,Lung,HBE,0.27118851956335094
"('Gimme_model_I_293T_alt', 'tINIT_model_H_Lung_alt')",tINIT,GIMME,healthy,infected,Lung,293T,0.2482767109798129
"('Gimme_model_I_A549_alt', 'tINIT_model_H_Lung_alt')",tINIT,GIMME,healthy,infected,Lung,A549,0.23476897092532273
"('Gimme_model_I_CALU_alt', 'tINIT_model_H_Lung_alt')",tINIT,GIMME,healthy,infected,Lung,Calu-3,0.22942583732057417
"('Gimme_model_I_Lung_alt', 'tINIT_model_H_Lung_alt')",tINIT,GIMME,healthy,infected,Lung,Lung,0.2400824942375349
"('Gimme_model_I_NHBE_alt', 'tINIT_model_H_Lung_alt')",tINIT,GIMME,healthy,infected,Lung,HBE,0.25848917322834647
"('IMAT_model_H_293T_alt', 'tINIT_model_H_Lung_alt')",tINIT,iMAT,healthy,healthy,Lung,293T,0.3686051595977263
"('IMAT_model_H_A549_alt', 'tINIT_model_H_Lung_alt')",tINIT,iMAT,healthy,healthy,Lung,A549,0.3399004113444469
"('IMAT_model_H_CALU_alt', 'tINIT_model_H_Lung_alt')",tINIT,iMAT,healthy,healthy,Lung,Calu-3,0.33950883239982765
"('IMAT_model_H_Lung_alt', 'tINIT_model_H_Lung_alt')",tINIT,iMAT,healthy,healthy,Lung,Lung,0.4554245283018868
"('IMAT_model_H_NHBE_alt', 'tINIT_model_H_Lung_alt')",tINIT,iMAT,healthy,healthy,Lung,HBE,0.39220545167830595
"('iMAT_model_I_293T_alt', 'tINIT_model_H_Lung_alt')",tINIT,iMAT,healthy,infected,Lung,293T,0.3525768635257686
"('iMAT_model_I_A549_alt', 'tINIT_model_H_Lung_alt')",tINIT,iMAT,healthy,infected,Lung,A549,0.341670291431057
"('iMAT_model_I_CALU_alt', 'tINIT_model_H_Lung_alt')",tINIT,iMAT,healthy,infected,Lung,Calu-3,0.3226016967587557
"('iMAT_model_I_Lung_alt', 'tINIT_model_H_Lung_alt')",tINIT,iMAT,healthy,infected,Lung,Lung,0.35635593220338985
"('IMAT_model_I_NHBE_alt', 'tINIT_model_H_Lung_alt')",tINIT,iMAT,healthy,infected,Lung,HBE,0.37250504597443374
"('INIT_model_H_293T_alt', 'tINIT_model_H_Lung_alt')",tINIT,INIT,healthy,healthy,Lung,293T,0.4441059292242793
"('INIT_model_H_A549_alt', 'tINIT_model_H_Lung_alt')",tINIT,INIT,healthy,healthy,Lung,A549,0.5196696370354271
"('INIT_model_H_CALU_alt', 'tINIT_model_H_Lung_alt')",tINIT,INIT,healthy,healthy,Lung,Calu-3,0.5272562768604389
"('INIT_model_H_Lung_alt', 'tINIT_model_H_Lung_alt')",tINIT,INIT,healthy,healthy,Lung,Lung,0.8299783214617529
"('INIT_model_H_NHBE', 'tINIT_model_H_Lung_alt')",tINIT,INIT,healthy,healthy,Lung,HBE,0.5111111111111111
"('INIT_model_I_293T_alt', 'tINIT_model_H_Lung_alt')",tINIT,INIT,healthy,infected,Lung,293T,0.4625158831003812
"('INIT_model_I_A549_alt', 'tINIT_model_H_Lung_alt')",tINIT,INIT,healthy,infected,Lung,A549,0.528223149571711
"('INIT_model_I_CALU_alt', 'tINIT_model_H_Lung_alt')",tINIT,INIT,healthy,infected,Lung,Calu-3,0.5426857406552839
"('INIT_model_I_Lung_alt', 'tINIT_model_H_Lung_alt')",tINIT,INIT,healthy,infected,Lung,Lung,0.5375592712752683
"('INIT_model_I_NHBE', 'tINIT_model_H_Lung_alt')",tINIT,INIT,healthy,infected,Lung,HBE,0.521883920076118
"('tINIT_model_H_293T_alt', 'tINIT_model_H_Lung_alt')",tINIT,tINIT,healthy,healthy,Lung,293T,0.5003487561032318
"('tINIT_model_H_A549_alt', 'tINIT_model_H_Lung_alt')",tINIT,tINIT,healthy,healthy,Lung,A549,0.5605736301369864
"('tINIT_model_H_CALU_alt', 'tINIT_model_H_Lung_alt')",tINIT,tINIT,healthy,healthy,Lung,Calu-3,0.575089928057554
"('tINIT_model_H_Lung_alt', 'tINIT_model_H_NHBE')",tINIT,tINIT,healthy,healthy,Lung,HBE,0.5818733940668068
"('tINIT_model_H_Lung_alt', 'tINIT_model_I_293T_alt')",tINIT,tINIT,healthy,infected,Lung,293T,0.49936596500126806
"('tINIT_model_H_Lung_alt', 'tINIT_model_I_A549_alt')",tINIT,tINIT,healthy,infected,Lung,A549,0.555044867585905
"('tINIT_model_H_Lung_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,healthy,infected,Lung,Calu-3,0.5842566943674977
"('tINIT_model_H_Lung_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,healthy,infected,Lung,Lung,0.5839741999503845
"('tINIT_model_H_Lung_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,healthy,infected,Lung,HBE,0.565733270052207
"('Gimme_model_H_293T_alt', 'tINIT_model_H_NHBE')",tINIT,GIMME,healthy,healthy,HBE,293T,0.2697119924457035
"('Gimme_model_H_A549_alt', 'tINIT_model_H_NHBE')",tINIT,GIMME,healthy,healthy,HBE,A549,0.27927821677084563
"('Gimme_model_H_CALU_alt', 'tINIT_model_H_NHBE')",tINIT,GIMME,healthy,healthy,HBE,Calu-3,0.2838717311560762
"('Gimme_model_H_Lung_alt', 'tINIT_model_H_NHBE')",tINIT,GIMME,healthy,healthy,HBE,Lung,0.259720605355064
"('Gimme_model_H_NHBE_alt', 'tINIT_model_H_NHBE')",tINIT,GIMME,healthy,healthy,HBE,HBE,0.2948211936371247
"('Gimme_model_I_293T_alt', 'tINIT_model_H_NHBE')",tINIT,GIMME,healthy,infected,HBE,293T,0.25806834361651637
"('Gimme_model_I_A549_alt', 'tINIT_model_H_NHBE')",tINIT,GIMME,healthy,infected,HBE,A549,0.26982431149097813
"('Gimme_model_I_CALU_alt', 'tINIT_model_H_NHBE')",tINIT,GIMME,healthy,infected,HBE,Calu-3,0.26159990602607774
"('Gimme_model_I_Lung_alt', 'tINIT_model_H_NHBE')",tINIT,GIMME,healthy,infected,HBE,Lung,0.2271996324373995
"('Gimme_model_I_NHBE_alt', 'tINIT_model_H_NHBE')",tINIT,GIMME,healthy,infected,HBE,HBE,0.28698687853617433
"('IMAT_model_H_293T_alt', 'tINIT_model_H_NHBE')",tINIT,iMAT,healthy,healthy,HBE,293T,0.3690427698574338
"('IMAT_model_H_A549_alt', 'tINIT_model_H_NHBE')",tINIT,iMAT,healthy,healthy,HBE,A549,0.39287958115183247
"('IMAT_model_H_CALU_alt', 'tINIT_model_H_NHBE')",tINIT,iMAT,healthy,healthy,HBE,Calu-3,0.41615433538265845
"('IMAT_model_H_Lung_alt', 'tINIT_model_H_NHBE')",tINIT,iMAT,healthy,healthy,HBE,Lung,0.3418976330163868
"('IMAT_model_H_NHBE_alt', 'tINIT_model_H_NHBE')",tINIT,iMAT,healthy,healthy,HBE,HBE,0.4174135723431498
"('iMAT_model_I_293T_alt', 'tINIT_model_H_NHBE')",tINIT,iMAT,healthy,infected,HBE,293T,0.36935248802831566
"('iMAT_model_I_A549_alt', 'tINIT_model_H_NHBE')",tINIT,iMAT,healthy,infected,HBE,A549,0.3918975650713686
"('iMAT_model_I_CALU_alt', 'tINIT_model_H_NHBE')",tINIT,iMAT,healthy,infected,HBE,Calu-3,0.35585492227979276
"('iMAT_model_I_Lung_alt', 'tINIT_model_H_NHBE')",tINIT,iMAT,healthy,infected,HBE,Lung,0.3215248363496342
"('IMAT_model_I_NHBE_alt', 'tINIT_model_H_NHBE')",tINIT,iMAT,healthy,infected,HBE,HBE,0.41396348012889367
"('INIT_model_H_293T_alt', 'tINIT_model_H_NHBE')",tINIT,INIT,healthy,healthy,HBE,293T,0.5567567567567567
"('INIT_model_H_A549_alt', 'tINIT_model_H_NHBE')",tINIT,INIT,healthy,healthy,HBE,A549,0.6303587051618548
"('INIT_model_H_CALU_alt', 'tINIT_model_H_NHBE')",tINIT,INIT,healthy,healthy,HBE,Calu-3,0.6572478750287158
"('INIT_model_H_Lung_alt', 'tINIT_model_H_NHBE')",tINIT,INIT,healthy,healthy,HBE,Lung,0.5061465721040189
"('INIT_model_H_NHBE', 'tINIT_model_H_NHBE')",tINIT,INIT,healthy,healthy,HBE,HBE,0.8721660748429391
"('INIT_model_I_293T_alt', 'tINIT_model_H_NHBE')",tINIT,INIT,healthy,infected,HBE,293T,0.5053268765133172
"('INIT_model_I_A549_alt', 'tINIT_model_H_NHBE')",tINIT,INIT,healthy,infected,HBE,A549,0.6286215978928885
"('INIT_model_I_CALU_alt', 'tINIT_model_H_NHBE')",tINIT,INIT,healthy,infected,HBE,Calu-3,0.6390736069708782
"('INIT_model_I_Lung_alt', 'tINIT_model_H_NHBE')",tINIT,INIT,healthy,infected,HBE,Lung,0.48764600179694517
"('INIT_model_I_NHBE', 'tINIT_model_H_NHBE')",tINIT,INIT,healthy,infected,HBE,HBE,0.8062137967351237
"('tINIT_model_H_293T_alt', 'tINIT_model_H_NHBE')",tINIT,tINIT,healthy,healthy,HBE,293T,0.6130160951714486
"('tINIT_model_H_A549_alt', 'tINIT_model_H_NHBE')",tINIT,tINIT,healthy,healthy,HBE,A549,0.6777753732958234
"('tINIT_model_H_CALU_alt', 'tINIT_model_H_NHBE')",tINIT,tINIT,healthy,healthy,HBE,Calu-3,0.7034671532846716
"('tINIT_model_H_Lung_alt', 'tINIT_model_H_NHBE')",tINIT,tINIT,healthy,healthy,HBE,Lung,0.5818733940668068
"('tINIT_model_H_NHBE', 'tINIT_model_I_293T_alt')",tINIT,tINIT,healthy,infected,HBE,293T,0.5396135265700484
"('tINIT_model_H_NHBE', 'tINIT_model_I_A549_alt')",tINIT,tINIT,healthy,infected,HBE,A549,0.656523642732049
"('tINIT_model_H_NHBE', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,healthy,infected,HBE,Calu-3,0.6777370590929913
"('tINIT_model_H_NHBE', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,healthy,infected,HBE,Lung,0.5297140303842717
"('tINIT_model_H_NHBE', 'tINIT_model_I_NHBE')",tINIT,tINIT,healthy,infected,HBE,HBE,0.8608328940432262
"('Gimme_model_H_293T_alt', 'tINIT_model_I_293T_alt')",tINIT,GIMME,infected,healthy,293T,293T,0.2502526528549773
"('Gimme_model_H_A549_alt', 'tINIT_model_I_293T_alt')",tINIT,GIMME,infected,healthy,293T,A549,0.2106922051157716
"('Gimme_model_H_CALU_alt', 'tINIT_model_I_293T_alt')",tINIT,GIMME,infected,healthy,293T,Calu-3,0.2157721796276013
"('Gimme_model_H_Lung_alt', 'tINIT_model_I_293T_alt')",tINIT,GIMME,infected,healthy,293T,Lung,0.20156815440289505
"('Gimme_model_H_NHBE_alt', 'tINIT_model_I_293T_alt')",tINIT,GIMME,infected,healthy,293T,HBE,0.221922511034821
"('Gimme_model_I_293T_alt', 'tINIT_model_I_293T_alt')",tINIT,GIMME,infected,infected,293T,293T,0.25408675505213024
"('Gimme_model_I_A549_alt', 'tINIT_model_I_293T_alt')",tINIT,GIMME,infected,infected,293T,A549,0.20877365446055543
"('Gimme_model_I_CALU_alt', 'tINIT_model_I_293T_alt')",tINIT,GIMME,infected,infected,293T,Calu-3,0.19050488010603686
"('Gimme_model_I_Lung_alt', 'tINIT_model_I_293T_alt')",tINIT,GIMME,infected,infected,293T,Lung,0.1785028790786948
"('Gimme_model_I_NHBE_alt', 'tINIT_model_I_293T_alt')",tINIT,GIMME,infected,infected,293T,HBE,0.21972704714640198
"('IMAT_model_H_293T_alt', 'tINIT_model_I_293T_alt')",tINIT,iMAT,infected,healthy,293T,293T,0.41594202898550725
"('IMAT_model_H_A549_alt', 'tINIT_model_I_293T_alt')",tINIT,iMAT,infected,healthy,293T,A549,0.3276020174232004
"('IMAT_model_H_CALU_alt', 'tINIT_model_I_293T_alt')",tINIT,iMAT,infected,healthy,293T,Calu-3,0.3370089593383873
"('IMAT_model_H_Lung_alt', 'tINIT_model_I_293T_alt')",tINIT,iMAT,infected,healthy,293T,Lung,0.30345450440279975
"('IMAT_model_H_NHBE_alt', 'tINIT_model_I_293T_alt')",tINIT,iMAT,infected,healthy,293T,HBE,0.3518821603927987
"('iMAT_model_I_293T_alt', 'tINIT_model_I_293T_alt')",tINIT,iMAT,infected,infected,293T,293T,0.5120338534779159
"('iMAT_model_I_A549_alt', 'tINIT_model_I_293T_alt')",tINIT,iMAT,infected,infected,293T,A549,0.33156437471158284
"('iMAT_model_I_CALU_alt', 'tINIT_model_I_293T_alt')",tINIT,iMAT,infected,infected,293T,Calu-3,0.29165719481700386
"('iMAT_model_I_Lung_alt', 'tINIT_model_I_293T_alt')",tINIT,iMAT,infected,infected,293T,Lung,0.2608147837043259
"('IMAT_model_I_NHBE_alt', 'tINIT_model_I_293T_alt')",tINIT,iMAT,infected,infected,293T,HBE,0.3444548872180451
"('INIT_model_H_293T_alt', 'tINIT_model_I_293T_alt')",tINIT,INIT,infected,healthy,293T,293T,0.7850727779498297
"('INIT_model_H_A549_alt', 'tINIT_model_I_293T_alt')",tINIT,INIT,infected,healthy,293T,A549,0.4996588583124858
"('INIT_model_H_CALU_alt', 'tINIT_model_I_293T_alt')",tINIT,INIT,infected,healthy,293T,Calu-3,0.5200956937799043
"('INIT_model_H_Lung_alt', 'tINIT_model_I_293T_alt')",tINIT,INIT,infected,healthy,293T,Lung,0.4563953488372093
"('INIT_model_H_NHBE', 'tINIT_model_I_293T_alt')",tINIT,INIT,infected,healthy,293T,HBE,0.5124905374716124
"('INIT_model_I_293T_alt', 'tINIT_model_I_293T_alt')",tINIT,INIT,infected,infected,293T,293T,0.9221385001794044
"('INIT_model_I_A549_alt', 'tINIT_model_I_293T_alt')",tINIT,INIT,infected,infected,293T,A549,0.5118690942613505
"('INIT_model_I_CALU_alt', 'tINIT_model_I_293T_alt')",tINIT,INIT,infected,infected,293T,Calu-3,0.5
"('INIT_model_I_Lung_alt', 'tINIT_model_I_293T_alt')",tINIT,INIT,infected,infected,293T,Lung,0.3826775431861804
"('INIT_model_I_NHBE', 'tINIT_model_I_293T_alt')",tINIT,INIT,infected,infected,293T,HBE,0.5232292460015232
"('tINIT_model_H_293T_alt', 'tINIT_model_I_293T_alt')",tINIT,tINIT,infected,healthy,293T,293T,0.7882457176609569
"('tINIT_model_H_A549_alt', 'tINIT_model_I_293T_alt')",tINIT,tINIT,infected,healthy,293T,A549,0.5159445788431933
"('tINIT_model_H_CALU_alt', 'tINIT_model_I_293T_alt')",tINIT,tINIT,infected,healthy,293T,Calu-3,0.5338904363974002
"('tINIT_model_H_Lung_alt', 'tINIT_model_I_293T_alt')",tINIT,tINIT,infected,healthy,293T,Lung,0.49936596500126806
"('tINIT_model_H_NHBE', 'tINIT_model_I_293T_alt')",tINIT,tINIT,infected,healthy,293T,HBE,0.5396135265700484
"('tINIT_model_I_293T_alt', 'tINIT_model_I_A549_alt')",tINIT,tINIT,infected,infected,293T,A549,0.5443241998618467
"('tINIT_model_I_293T_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,infected,infected,293T,Calu-3,0.5436962750716332
"('tINIT_model_I_293T_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,infected,293T,Lung,0.42921938410121746
"('tINIT_model_I_293T_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,infected,293T,HBE,0.570017726006584
"('Gimme_model_H_293T_alt', 'tINIT_model_I_A549_alt')",tINIT,GIMME,infected,healthy,A549,293T,0.272080752466162
"('Gimme_model_H_A549_alt', 'tINIT_model_I_A549_alt')",tINIT,GIMME,infected,healthy,A549,A549,0.30196809130080354
"('Gimme_model_H_CALU_alt', 'tINIT_model_I_A549_alt')",tINIT,GIMME,infected,healthy,A549,Calu-3,0.291786993184706
"('Gimme_model_H_Lung_alt', 'tINIT_model_I_A549_alt')",tINIT,GIMME,infected,healthy,A549,Lung,0.26090888537191953
"('Gimme_model_H_NHBE_alt', 'tINIT_model_I_A549_alt')",tINIT,GIMME,infected,healthy,A549,HBE,0.27911508482347547
"('Gimme_model_I_293T_alt', 'tINIT_model_I_A549_alt')",tINIT,GIMME,infected,infected,A549,293T,0.2635470826112074
"('Gimme_model_I_A549_alt', 'tINIT_model_I_A549_alt')",tINIT,GIMME,infected,infected,A549,A549,0.29612220916568743
"('Gimme_model_I_CALU_alt', 'tINIT_model_I_A549_alt')",tINIT,GIMME,infected,infected,A549,Calu-3,0.2733440662373505
"('Gimme_model_I_Lung_alt', 'tINIT_model_I_A549_alt')",tINIT,GIMME,infected,infected,A549,Lung,0.24640796470188936
